status_id,player_id,match_id,points,assists,blocks
3575,960,298,6,14,2
3576,957,298,9,7,9
3577,743,299,1,5,2
3578,742,299,26,19,5
3579,746,299,24,4,10
3580,748,299,27,15,3
3581,747,299,25,12,10
3582,749,299,0,1,6
3583,972,299,16,4,10
3584,979,299,28,11,3
3585,975,299,28,13,4
3586,974,299,17,13,6
3587,973,299,28,7,8
3588,971,299,17,19,8
3589,306,300,9,15,3
3590,303,300,29,13,2
3591,301,300,1,11,1
3592,310,300,24,16,7
3593,302,300,20,12,8
3594,305,300,15,10,1
3595,9,300,22,3,8
3596,2,300,13,14,1
3597,10,300,15,0,9
3598,6,300,22,13,2
3599,5,300,13,1,0
3600,4,300,26,5,5
3601,324,301,20,9,4
3602,330,301,26,13,1
3603,321,301,10,1,2
3604,325,301,5,1,4
3605,323,301,20,2,10
3606,328,301,3,9,0
3607,965,301,30,5,0
3608,961,301,16,16,3
3609,963,301,15,2,5
3610,962,301,15,13,6
3611,968,301,12,18,2
3612,969,301,18,9,7
3613,495,302,12,15,10
3614,499,302,13,5,7
3615,491,302,27,8,7
3616,493,302,5,0,5
3617,496,302,23,3,2
3618,492,302,16,17,0
3619,281,302,19,7,6
3620,284,302,8,6,10
3621,290,302,1,5,7
3622,285,302,5,11,2
3623,288,302,25,1,4
3624,289,302,23,4,6
3625,700,303,21,1,2
3626,693,303,4,4,4
3627,698,303,8,14,5
3628,697,303,24,12,0
3629,692,303,16,19,1
3630,694,303,27,10,0
3631,968,303,12,9,0
3632,970,303,1,8,8
3633,962,303,16,8,1
3634,964,303,29,8,1
3635,965,303,21,4,5
3636,966,303,3,19,7
3637,95,304,16,13,10
3638,97,304,10,8,3
3639,94,304,21,3,4
3640,92,304,9,9,10
3641,93,304,0,18,6
3642,98,304,2,0,9
3643,423,304,17,2,4
3644,422,304,19,13,3
3645,424,304,22,12,6
3646,426,304,6,10,9
3647,421,304,4,6,7
3648,428,304,18,14,5
3649,883,305,19,6,4
3650,884,305,20,9,2
3651,881,305,13,8,8
3652,885,305,10,7,3
3653,882,305,30,16,4
3654,890,305,20,5,7
3655,324,305,29,2,8
3656,328,305,12,18,1
3657,326,305,21,19,6
3658,323,305,6,14,5
3659,329,305,2,5,5
3660,330,305,1,6,8
3661,752,306,22,20,5
3662,760,306,4,4,9
3663,756,306,5,17,1
3664,753,306,22,7,6
3665,751,306,3,14,9
3666,758,306,22,12,6
3667,917,306,19,11,2
3668,913,306,8,9,4
3669,915,306,27,8,5
3670,916,306,8,5,0
3671,919,306,7,4,10
3672,914,306,14,8,4
3673,111,307,12,1,9
3674,114,307,4,17,5
3675,119,307,2,12,6
3676,118,307,29,3,0
3677,113,307,13,1,8
3678,115,307,8,18,0
3679,853,307,30,15,6
3680,856,307,11,12,9
3681,854,307,10,16,9
3682,857,307,18,5,6
3683,852,307,20,8,6
3684,858,307,24,10,9
3685,151,308,12,10,0
3686,158,308,10,7,4
3687,154,308,1,1,5
3688,152,308,0,10,10
3689,155,308,20,16,10
3690,157,308,3,4,1
3691,832,308,12,17,0
3692,836,308,14,11,4
3693,839,308,29,16,5
3694,837,308,3,15,6
3695,834,308,12,14,1
3696,831,308,3,15,6
3697,586,309,1,8,6
3698,590,309,11,2,5
3699,582,309,13,15,6
3700,587,309,3,20,0
3701,581,309,12,17,1
3702,585,309,22,1,3
3703,230,309,29,5,5
3704,227,309,13,19,10
3705,229,309,0,10,6
3706,222,309,5,10,2
3707,223,309,0,18,6
3708,224,309,30,20,2
3709,367,310,30,9,8
3710,361,310,3,18,9
3711,365,310,28,8,6
3712,364,310,24,4,6
3713,362,310,0,12,9
3714,370,310,8,10,9
3715,806,310,0,7,1
3716,809,310,25,19,3
3717,802,310,13,12,5
3718,805,310,18,19,10
3719,803,310,11,2,8
3720,810,310,12,15,4
3721,77,311,22,3,6
3722,75,311,9,12,1
3723,71,311,0,8,3
3724,76,311,26,8,8
3725,80,311,6,3,5
3726,79,311,7,13,6
3727,398,311,9,5,1
3728,392,311,5,5,0
3729,394,311,7,12,6
3730,397,311,6,3,4
3731,396,311,21,17,10
3732,400,311,25,8,1
3733,939,312,22,7,9
3734,933,312,26,10,2
3735,936,312,4,14,2
3736,938,312,19,4,5
3737,932,312,28,14,9
3738,937,312,22,12,7
3739,618,312,24,1,10
3740,615,312,0,17,4
3741,611,312,29,20,10
3742,616,312,15,14,8
3743,620,312,28,13,8
3744,619,312,3,20,5
3745,802,313,9,4,0
3746,808,313,30,15,1
3747,803,313,26,4,10
3748,806,313,20,12,7
3749,810,313,28,8,4
3750,807,313,30,12,4
3751,409,313,9,4,5
3752,401,313,18,15,8
3753,406,313,22,9,7
3754,402,313,12,16,5
3755,408,313,27,4,7
3756,407,313,17,8,6
3757,414,314,2,7,4
3758,419,314,24,20,9
3759,413,314,23,5,10
3760,417,314,15,1,0
3761,415,314,5,1,3
3762,412,314,20,18,3
3763,87,314,20,9,5
3764,82,314,0,8,0
3765,86,314,1,4,6
3766,81,314,17,12,0
3767,90,314,5,10,7
3768,89,314,12,14,5
3769,158,315,20,4,8
3770,160,315,25,13,10
3771,155,315,29,5,4
3772,156,315,14,9,3
3773,154,315,26,7,3
3774,153,315,13,18,10
3775,341,315,18,15,0
3776,342,315,12,20,10
3777,349,315,18,2,5
3778,343,315,25,7,2
3779,344,315,2,18,2
3780,346,315,8,20,3
3781,118,316,5,14,6
3782,113,316,4,14,4
3783,120,316,2,18,10
3784,114,316,10,9,5
3785,116,316,20,8,9
3786,119,316,22,6,5
3787,674,316,23,18,1
3788,671,316,27,18,1
3789,679,316,30,13,1
3790,680,316,26,15,4
3791,676,316,18,7,10
3792,677,316,3,2,4
3793,288,317,23,10,6
3794,285,317,3,9,7
3795,287,317,24,4,4
3796,290,317,20,12,3
3797,286,317,24,9,6
3798,282,317,13,16,9
3799,85,317,2,12,9
3800,89,317,0,18,1
3801,86,317,6,19,2
3802,82,317,21,10,5
3803,84,317,13,1,4
3804,90,317,11,1,3
3805,77,318,19,1,0
3806,76,318,18,3,7
3807,78,318,12,14,4
3808,71,318,15,2,2
3809,80,318,11,20,2
3810,73,318,6,3,0
3811,366,318,4,5,10
3812,370,318,13,20,3
3813,363,318,5,4,0
3814,367,318,29,10,0
3815,364,318,16,19,10
3816,365,318,14,2,7
3817,629,319,28,10,6
3818,624,319,21,0,10
3819,621,319,18,6,1
3820,628,319,1,0,7
3821,630,319,26,9,6
3822,623,319,4,1,6
3823,93,319,17,11,0
3824,100,319,4,11,1
3825,99,319,14,17,9
3826,95,319,16,5,9
3827,94,319,1,10,8
3828,97,319,14,8,8
3829,391,320,19,7,8
3830,395,320,29,16,4
3831,393,320,28,4,7
3832,399,320,18,20,5
3833,394,320,28,1,4
3834,396,320,20,13,6
3835,745,320,8,11,2
3836,747,320,8,11,3
3837,742,320,27,7,10
3838,741,320,6,0,7
3839,750,320,8,17,1
3840,748,320,23,5,1
3841,280,321,28,8,2
3842,279,321,4,17,5
3843,278,321,12,17,6
3844,276,321,24,7,3
3845,277,321,27,5,3
3846,271,321,11,2,6
3847,794,321,14,9,7
3848,800,321,26,2,2
3849,791,321,22,16,0
3850,798,321,29,3,5
3851,792,321,1,11,1
3852,793,321,24,14,6
3853,528,322,0,2,5
3854,529,322,8,7,2
3855,530,322,17,15,9
3856,527,322,24,8,4
3857,521,322,24,0,6
3858,522,322,22,9,10
3859,248,322,0,20,2
3860,242,322,10,13,8
3861,243,322,17,5,3
3862,244,322,22,10,6
3863,245,322,21,20,0
3864,250,322,12,16,6
3865,103,323,29,12,8
3866,101,323,9,20,2
3867,106,323,30,17,4
3868,102,323,23,9,3
3869,105,323,4,17,10
3870,108,323,13,3,1
3871,553,323,27,1,7
3872,557,323,10,1,6
3873,559,323,3,5,6
3874,551,323,10,3,3
3875,555,323,10,14,6
3876,558,323,8,11,7
3877,820,324,28,5,10
3878,819,324,24,7,0
3879,815,324,1,12,3
3880,814,324,12,15,2
3881,812,324,11,8,10
3882,811,324,26,0,5
3883,773,324,27,2,2
3884,780,324,30,11,4
3885,775,324,10,13,0
3886,774,324,1,11,8
3887,772,324,6,19,4
3888,778,324,27,1,1
3889,785,325,27,7,3
3890,789,325,27,2,0
3891,782,325,30,6,8
3892,781,325,0,6,2
3893,787,325,20,4,8
3894,786,325,17,16,1
3895,628,325,27,14,6
3896,629,325,27,1,5
3897,624,325,2,4,7
3898,622,325,4,6,8
3899,621,325,26,10,1
3900,623,325,29,11,9
3901,738,326,30,2,4
3902,737,326,18,3,5
3903,731,326,21,3,1
3904,735,326,13,0,10
3905,736,326,3,13,7
3906,740,326,20,11,6
3907,632,326,21,8,0
3908,636,326,6,15,10
3909,639,326,16,10,7
3910,633,326,25,10,10
3911,640,326,21,19,2
3912,634,326,19,19,6
3913,588,327,9,3,3
3914,583,327,28,0,1
3915,590,327,27,8,5
3916,581,327,25,11,5
3917,584,327,16,19,10
3918,582,327,3,15,4
3919,409,327,14,5,1
3920,407,327,5,8,7
3921,401,327,8,6,4
3922,406,327,14,18,7
3923,403,327,26,4,9
3924,404,327,8,2,6
3925,497,328,4,7,0
3926,494,328,29,18,4
3927,491,328,17,8,10
3928,495,328,7,9,3
3929,498,328,23,18,4
3930,493,328,1,16,9
3931,221,328,24,0,7
3932,225,328,13,20,1
3933,230,328,25,4,9
3934,223,328,3,11,0
3935,227,328,24,2,9
3936,228,328,28,5,5
3937,670,329,17,20,6
3938,669,329,11,6,1
3939,663,329,20,2,9
3940,666,329,27,3,6
3941,667,329,5,10,4
3942,665,329,4,15,6
3943,10,329,22,13,10
3944,6,329,14,7,0
3945,2,329,14,17,10
3946,1,329,26,20,10
3947,7,329,13,8,10
3948,8,329,21,9,7
3949,619,330,8,7,3
3950,616,330,28,12,2
3951,615,330,9,19,10
3952,613,330,29,0,5
3953,611,330,28,2,2
3954,617,330,27,7,1
3955,491,330,3,0,10
3956,493,330,20,3,6
3957,494,330,3,0,4
3958,499,330,6,7,10
3959,498,330,12,3,8
3960,495,330,25,10,1
3961,694,331,24,4,9
3962,699,331,24,3,7
3963,696,331,11,17,4
3964,692,331,6,20,4
3965,695,331,20,16,7
3966,700,331,5,2,1
3967,441,331,7,3,10
3968,443,331,6,15,3
3969,448,331,0,0,7
3970,445,331,8,17,4
3971,449,331,29,11,0
3972,444,331,10,13,9
3973,57,332,24,4,7
3974,54,332,19,8,8
3975,60,332,18,3,5
3976,56,332,9,0,9
3977,55,332,23,17,3
3978,58,332,25,12,6
3979,109,332,18,3,8
3980,104,332,16,6,6
3981,101,332,10,4,8
3982,102,332,15,1,6
3983,107,332,10,5,6
3984,105,332,8,9,9
3985,495,333,26,3,10
3986,492,333,28,17,8
3987,499,333,0,11,5
3988,496,333,6,14,7
3989,494,333,25,17,1
3990,493,333,30,13,8
3991,318,333,18,6,5
3992,315,333,10,7,0
3993,319,333,30,0,1
3994,320,333,0,4,10
3995,316,333,19,9,7
3996,314,333,15,13,9
3997,93,334,28,2,9
3998,94,334,22,13,0
3999,95,334,23,12,8
4000,97,334,15,3,3
4001,92,334,17,2,0
4002,91,334,30,9,2
4003,398,334,18,16,3
4004,400,334,3,13,7
4005,394,334,16,13,6
4006,392,334,28,19,9
4007,399,334,30,13,9
4008,397,334,3,20,2
4009,505,335,19,16,8
4010,509,335,3,19,4
4011,502,335,30,0,4
4012,503,335,22,19,1
4013,501,335,20,19,1
4014,504,335,3,5,0
4015,872,335,4,1,1
4016,876,335,13,11,4
4017,871,335,13,4,6
4018,878,335,23,9,0
4019,873,335,1,1,4
4020,879,335,23,18,6
4021,761,336,13,8,5
4022,766,336,23,19,6
4023,767,336,25,11,5
4024,770,336,5,12,10
4025,769,336,26,14,3
4026,762,336,15,16,1
4027,453,336,16,14,3
4028,459,336,16,2,4
4029,457,336,27,11,6
4030,454,336,1,16,1
4031,458,336,6,17,10
4032,452,336,22,16,8
4033,489,337,20,19,0
4034,484,337,18,19,9
4035,488,337,21,10,5
4036,487,337,28,15,4
4037,485,337,23,11,10
4038,483,337,13,0,10
4039,148,337,2,16,9
4040,145,337,10,16,5
4041,141,337,19,19,5
4042,143,337,1,12,5
4043,146,337,14,12,7
4044,142,337,0,8,3
4045,63,338,18,20,10
4046,65,338,0,10,7
4047,69,338,17,11,9
4048,70,338,7,16,7
4049,67,338,17,15,5
4050,62,338,9,8,9
4051,516,338,28,16,10
4052,520,338,30,18,6
4053,512,338,1,17,6
4054,517,338,9,20,9
4055,511,338,5,18,6
4056,519,338,20,12,4
4057,779,339,15,4,0
4058,776,339,6,5,0
4059,775,339,5,11,1
4060,780,339,8,5,7
4061,771,339,16,8,4
4062,778,339,25,15,6
4063,613,339,25,17,5
4064,619,339,19,1,6
4065,617,339,2,2,3
4066,620,339,7,11,9
4067,614,339,25,11,5
4068,611,339,8,20,7
4069,372,340,18,10,0
4070,374,340,26,10,2
4071,379,340,22,2,6
4072,376,340,1,2,0
4073,375,340,26,1,8
4074,373,340,27,3,8
4075,260,340,9,20,6
4076,258,340,12,12,1
4077,256,340,22,9,3
4078,254,340,14,13,4
4079,252,340,16,6,8
4080,255,340,13,8,1
4081,250,341,0,8,4
4082,244,341,11,8,4
4083,242,341,6,2,8
4084,248,341,26,6,5
4085,246,341,5,8,9
4086,247,341,1,12,8
4087,624,341,10,9,0
4088,628,341,17,7,9
4089,625,341,23,2,3
4090,622,341,7,3,7
4091,630,341,9,8,9
4092,621,341,28,17,0
4093,39,342,30,3,10
4094,35,342,25,16,3
4095,38,342,10,15,6
4096,31,342,10,16,6
4097,34,342,21,15,9
4098,36,342,18,20,8
4099,408,342,20,9,1
4100,401,342,26,3,2
4101,406,342,25,0,7
4102,407,342,13,6,9
4103,409,342,8,8,3
4104,405,342,17,19,0
4105,107,343,6,1,10
4106,110,343,18,17,4
4107,109,343,13,11,4
4108,105,343,13,4,7
4109,102,343,0,0,2
4110,101,343,25,1,5
4111,463,343,10,18,2
4112,461,343,13,8,10
4113,468,343,13,4,9
4114,469,343,8,14,6
4115,462,343,22,5,10
4116,466,343,10,4,0
4117,499,344,15,12,9
4118,492,344,15,7,4
4119,497,344,13,10,0
4120,496,344,11,2,1
4121,498,344,23,16,4
4122,494,344,2,8,0
4123,591,344,15,10,4
4124,594,344,28,9,5
4125,592,344,19,4,8
4126,600,344,17,7,9
4127,595,344,25,1,0
4128,597,344,6,0,7
4129,580,345,22,5,0
4130,572,345,18,1,0
4131,571,345,13,5,3
4132,574,345,24,1,5
4133,578,345,10,1,5
4134,579,345,29,18,8
4135,738,345,0,3,10
4136,733,345,9,14,7
4137,735,345,11,11,1
4138,739,345,1,3,2
4139,731,345,25,13,3
4140,737,345,2,14,1
4141,750,346,6,14,5
4142,746,346,25,13,3
4143,749,346,25,10,3
4144,741,346,25,11,5
4145,744,346,22,20,4
4146,742,346,2,13,2
4147,464,346,6,0,2
4148,470,346,18,19,0
4149,462,346,9,2,2
4150,461,346,19,7,5
4151,463,346,1,1,3
4152,468,346,19,10,1
4153,957,347,18,10,9
4154,954,347,19,2,9
4155,959,347,20,8,9
4156,953,347,29,14,0
4157,958,347,21,15,2
4158,952,347,5,13,7
4159,731,347,24,4,8
4160,737,347,9,4,4
4161,735,347,20,20,9
4162,738,347,2,15,4
4163,732,347,23,0,0
4164,739,347,7,13,0
4165,340,348,15,4,3
4166,331,348,18,17,10
4167,333,348,30,3,2
4168,337,348,22,10,6
4169,335,348,13,10,3
4170,338,348,18,4,4
4171,417,348,2,9,5
4172,416,348,4,6,2
4173,412,348,21,7,1
4174,411,348,17,7,7
4175,413,348,26,20,10
4176,415,348,3,17,0
4177,364,349,10,4,1
4178,366,349,10,3,2
4179,370,349,28,13,7
4180,367,349,6,4,9
4181,365,349,3,14,9
4182,369,349,14,7,3
4183,665,349,18,19,0
4184,670,349,5,17,0
4185,661,349,1,14,8
4186,667,349,27,14,7
4187,664,349,7,15,2
4188,668,349,16,14,8
4189,238,350,8,13,6
4190,232,350,20,17,10
4191,234,350,14,10,8
4192,235,350,29,10,9
4193,231,350,15,15,4
4194,239,350,3,1,5
4195,210,350,25,8,3
4196,203,350,17,3,4
4197,207,350,21,13,2
4198,201,350,15,12,2
4199,208,350,24,11,4
4200,206,350,26,0,0
4201,800,351,24,16,10
4202,798,351,18,17,4
4203,794,351,0,7,10
4204,791,351,14,7,3
4205,797,351,21,6,8
4206,795,351,22,20,2
4207,558,351,4,8,6
4208,554,351,3,10,6
4209,555,351,10,7,7
4210,551,351,1,19,8
4211,557,351,20,16,1
4212,552,351,6,12,10
4213,341,352,5,17,2
4214,346,352,23,15,7
4215,349,352,7,8,6
4216,344,352,27,4,0
4217,347,352,30,5,10
4218,350,352,22,7,10
4219,481,352,14,10,4
4220,487,352,12,7,1
4221,489,352,6,11,6
4222,484,352,16,6,3
4223,490,352,22,9,5
4224,482,352,10,9,7
4225,114,353,30,12,2
4226,119,353,6,11,7
4227,113,353,24,19,9
4228,118,353,21,12,3
4229,112,353,13,9,5
4230,117,353,25,20,7
4231,579,353,16,1,3
4232,580,353,8,0,1
4233,572,353,17,1,5
4234,571,353,0,11,10
4235,576,353,20,12,8
4236,574,353,18,10,1
4237,989,354,30,1,10
4238,985,354,13,18,4
4239,987,354,9,5,2
4240,982,354,14,0,2
4241,988,354,1,5,10
4242,981,354,24,12,0
4243,28,354,16,3,2
4244,27,354,12,7,6
4245,24,354,16,10,5
4246,30,354,14,10,3
4247,26,354,4,18,4
4248,21,354,1,13,1
4249,80,355,19,17,10
4250,74,355,27,16,10
4251,77,355,25,5,7
4252,79,355,3,5,5
4253,71,355,1,12,3
4254,75,355,0,8,9
4255,244,355,30,20,6
4256,245,355,22,11,8
4257,249,355,15,15,2
4258,247,355,28,5,1
4259,243,355,2,12,1
4260,248,355,5,13,2
4261,9,356,6,11,0
4262,8,356,13,8,1
4263,4,356,1,0,4
4264,6,356,12,18,6
4265,5,356,15,14,7
4266,10,356,19,13,3
4267,888,356,9,4,6
4268,890,356,21,19,10
4269,883,356,20,10,8
4270,885,356,24,19,4
4271,889,356,26,5,9
4272,886,356,7,9,1
4273,970,357,25,13,10
4274,961,357,18,0,6
4275,962,357,20,19,0
4276,967,357,23,20,9
4277,969,357,18,4,1
4278,966,357,23,19,10
4279,230,357,12,1,0
4280,222,357,30,17,0
4281,227,357,3,18,4
4282,221,357,30,20,8
4283,229,357,3,4,4
4284,226,357,4,9,4
4285,329,358,20,12,8
4286,326,358,29,9,7
4287,328,358,19,8,10
4288,324,358,24,12,1
4289,321,358,5,8,9
4290,323,358,6,5,7
4291,296,358,20,5,4
4292,291,358,10,8,3
4293,297,358,18,18,6
4294,298,358,24,5,3
4295,299,358,22,19,4
4296,292,358,18,1,4
4297,766,359,16,5,2
4298,769,359,2,19,5
4299,770,359,0,8,1
4300,763,359,25,3,4
4301,767,359,20,5,5
4302,762,359,22,11,8
4303,668,359,1,0,2
4304,666,359,11,11,7
4305,669,359,22,5,6
4306,663,359,9,20,8
4307,667,359,15,3,9
4308,664,359,8,12,9
4309,55,360,12,3,6
4310,58,360,27,16,1
4311,60,360,3,4,6
4312,54,360,23,10,8
4313,51,360,9,3,10
4314,57,360,21,3,10
4315,807,360,12,5,7
4316,808,360,9,7,4
4317,805,360,20,16,4
4318,802,360,17,14,5
4319,801,360,0,15,5
4320,809,360,22,13,4
4321,650,361,26,1,7
4322,646,361,15,9,2
4323,647,361,24,19,8
4324,643,361,24,8,6
4325,642,361,5,20,3
4326,648,361,16,1,4
4327,901,361,1,17,4
4328,910,361,20,19,1
4329,903,361,17,9,8
4330,904,361,12,0,1
4331,902,361,19,9,10
4332,906,361,10,15,3
4333,168,362,24,7,7
4334,163,362,14,20,5
4335,170,362,26,5,3
4336,165,362,1,12,10
4337,161,362,15,14,2
4338,164,362,19,13,0
4339,208,362,23,0,4
4340,207,362,24,10,2
4341,205,362,6,3,5
4342,210,362,20,9,10
4343,209,362,17,13,1
4344,202,362,13,11,3
4345,334,363,15,6,9
4346,335,363,30,5,7
4347,336,363,0,5,9
4348,337,363,25,15,3
4349,338,363,18,0,7
4350,339,363,26,0,0
4351,489,363,17,11,1
4352,487,363,21,8,10
4353,485,363,25,2,6
4354,481,363,3,11,1
4355,488,363,28,8,10
4356,486,363,26,14,8
4357,886,364,2,16,1
4358,889,364,30,14,0
4359,887,364,6,16,4
4360,885,364,24,9,0
4361,882,364,22,17,4
4362,883,364,17,5,9
4363,658,364,11,3,7
4364,657,364,6,9,2
4365,659,364,1,20,5
4366,651,364,24,6,2
4367,654,364,4,5,9
4368,653,364,16,8,4
4369,560,365,16,7,10
4370,551,365,10,9,4
4371,555,365,10,10,5
4372,554,365,29,11,3
4373,556,365,12,18,3
4374,557,365,26,5,4
4375,150,365,1,12,0
4376,144,365,3,10,0
4377,143,365,1,5,5
4378,148,365,0,0,8
4379,141,365,4,2,8
4380,146,365,24,17,1
4381,254,366,20,3,10
4382,252,366,26,10,7
4383,251,366,17,12,6
4384,257,366,8,15,0
4385,260,366,28,10,10
4386,255,366,20,7,2
4387,507,366,9,20,5
4388,501,366,17,7,1
4389,510,366,5,17,1
4390,509,366,5,14,6
4391,506,366,29,17,1
4392,505,366,11,20,10
4393,625,367,5,19,7
4394,621,367,10,11,5
4395,627,367,1,8,5
4396,630,367,9,0,9
4397,629,367,1,18,0
4398,626,367,28,11,6
4399,162,367,25,3,8
4400,170,367,22,3,2
4401,167,367,5,9,9
4402,164,367,27,7,3
4403,161,367,18,1,6
4404,166,367,12,11,10
4405,116,368,2,17,1
4406,115,368,27,15,0
4407,120,368,12,13,4
4408,114,368,12,13,6
4409,112,368,14,17,3
4410,117,368,13,8,2
4411,492,368,1,8,10
4412,498,368,21,2,0
4413,499,368,11,12,9
4414,491,368,27,10,8
4415,495,368,22,17,6
4416,496,368,24,8,3
4417,536,369,0,2,7
4418,537,369,29,9,0
4419,532,369,4,13,6
4420,540,369,25,1,1
4421,531,369,13,14,8
4422,538,369,6,0,0
4423,549,369,14,6,10
4424,541,369,25,5,3
4425,542,369,8,15,5
4426,547,369,30,6,8
4427,545,369,17,2,8
4428,548,369,11,0,7
4429,195,370,19,13,5
4430,191,370,23,14,4
4431,192,370,21,8,8
4432,200,370,22,1,0
4433,199,370,28,17,2
4434,194,370,0,10,4
4435,363,370,16,15,9
4436,368,370,13,5,6
4437,361,370,26,4,6
4438,366,370,29,6,0
4439,365,370,29,12,4
4440,362,370,8,3,4
4441,399,371,22,18,3
4442,396,371,18,12,1
4443,397,371,2,10,8
4444,395,371,28,18,7
4445,393,371,12,2,5
4446,394,371,20,3,6
4447,907,371,17,17,1
4448,910,371,5,10,7
4449,904,371,0,17,8
4450,902,371,4,17,9
4451,903,371,29,5,9
4452,906,371,9,14,3
4453,902,372,5,17,6
4454,907,372,10,5,0
4455,901,372,15,14,0
4456,908,372,27,17,9
4457,904,372,7,3,1
4458,906,372,21,2,2
4459,24,372,21,19,2
4460,22,372,6,20,0
4461,30,372,13,4,1
4462,21,372,27,20,0
4463,27,372,23,4,8
4464,29,372,4,11,4
4465,147,373,1,0,5
4466,150,373,23,19,0
4467,146,373,12,7,10
4468,148,373,29,14,10
4469,144,373,5,5,1
4470,145,373,8,7,9
4471,259,373,23,5,0
4472,258,373,27,17,4
4473,260,373,17,3,4
4474,255,373,9,19,1
4475,257,373,1,19,1
4476,252,373,17,11,0
4477,425,374,15,11,2
4478,430,374,18,16,10
4479,429,374,14,20,6
4480,426,374,28,11,10
4481,423,374,12,9,10
4482,427,374,24,13,6
4483,869,374,5,1,9
4484,868,374,20,12,1
4485,870,374,21,19,7
4486,862,374,0,8,0
4487,867,374,19,16,1
4488,861,374,8,20,2
4489,489,375,6,4,1
4490,483,375,19,0,7
4491,490,375,22,4,6
4492,486,375,28,2,4
4493,484,375,11,6,1
4494,482,375,15,3,0
4495,512,375,3,0,1
4496,520,375,3,0,5
4497,517,375,4,4,6
4498,518,375,12,7,3
4499,513,375,18,16,3
4500,514,375,24,10,3
4501,309,376,24,5,5
4502,302,376,13,5,0
4503,301,376,22,20,6
4504,304,376,30,2,1
4505,308,376,30,10,3
4506,310,376,19,11,1
4507,537,376,14,2,2
4508,532,376,14,0,4
4509,533,376,5,9,6
4510,534,376,4,12,2
4511,531,376,1,19,2
4512,535,376,20,14,4
4513,245,377,13,0,6
4514,241,377,15,3,8
4515,246,377,30,4,8
4516,250,377,20,17,9
4517,248,377,1,6,3
4518,243,377,9,8,8
4519,401,377,9,9,1
4520,407,377,7,11,3
4521,403,377,16,11,4
4522,410,377,28,2,6
4523,408,377,25,3,4
4524,405,377,16,14,4
4525,252,378,17,9,3
4526,260,378,13,2,4
4527,253,378,6,4,6
4528,258,378,26,5,2
4529,254,378,7,20,3
4530,257,378,9,17,4
4531,557,378,23,18,10
4532,558,378,17,14,0
4533,559,378,30,18,5
4534,551,378,17,18,8
4535,554,378,22,12,8
4536,555,378,1,16,0
4537,959,379,7,1,4
4538,954,379,15,1,3
4539,951,379,30,1,6
4540,952,379,30,14,3
4541,956,379,21,11,3
4542,953,379,27,9,9
4543,303,379,7,14,8
4544,308,379,20,17,2
4545,306,379,30,3,3
4546,301,379,7,2,10
4547,304,379,21,4,8
4548,309,379,28,17,10
4549,914,380,11,1,1
4550,917,380,30,5,2
4551,916,380,23,9,4
4552,911,380,17,0,10
4553,918,380,18,2,6
4554,912,380,1,10,9
4555,712,380,19,13,5
4556,720,380,27,15,7
4557,715,380,12,20,5
4558,714,380,14,8,5
4559,713,380,15,4,0
4560,717,380,14,18,1
4561,979,381,8,4,4
4562,975,381,17,13,5
4563,973,381,4,14,10
4564,971,381,30,13,3
4565,978,381,5,5,4
4566,972,381,0,7,0
4567,846,381,3,13,7
4568,844,381,30,8,10
4569,847,381,13,12,4
4570,845,381,3,19,9
4571,848,381,11,6,5
4572,842,381,9,11,8
4573,666,382,22,2,6
4574,664,382,26,14,4
4575,667,382,21,18,1
4576,670,382,12,6,9
4577,661,382,25,8,10
4578,668,382,12,8,9
4579,31,382,27,4,8
4580,36,382,11,15,5
4581,39,382,24,11,1
4582,35,382,2,18,2
4583,33,382,7,13,1
4584,37,382,29,19,2
4585,556,383,19,20,1
4586,554,383,13,4,1
4587,560,383,25,9,9
4588,555,383,18,3,8
4589,558,383,15,9,9
4590,557,383,22,9,3
4591,414,383,10,6,2
4592,412,383,26,20,2
4593,415,383,9,20,8
4594,413,383,25,12,1
4595,419,383,21,10,0
4596,416,383,23,12,8
4597,528,384,13,9,3
4598,523,384,24,15,10
4599,524,384,20,18,5
4600,530,384,24,13,4
4601,525,384,23,3,7
4602,527,384,1,8,1
4603,450,384,3,18,10
4604,443,384,22,9,5
4605,447,384,0,12,8
4606,444,384,0,5,9
4607,446,384,8,17,8
4608,449,384,12,10,1
4609,928,385,2,14,7
4610,929,385,29,9,4
4611,921,385,19,13,6
4612,927,385,0,14,7
4613,924,385,4,16,3
4614,922,385,10,16,9
4615,631,385,28,12,6
4616,636,385,21,12,8
4617,637,385,7,6,10
4618,632,385,9,19,4
4619,633,385,21,15,9
4620,639,385,30,4,8
4621,772,386,13,9,6
4622,777,386,9,19,6
4623,780,386,14,17,1
4624,778,386,3,13,3
4625,774,386,7,20,6
4626,773,386,4,3,2
4627,313,386,21,13,10
4628,316,386,17,7,5
4629,312,386,12,10,4
4630,319,386,8,0,3
4631,317,386,30,5,6
4632,320,386,6,10,0
4633,283,387,16,15,8
4634,282,387,3,12,3
4635,286,387,26,15,10
4636,284,387,11,2,6
4637,290,387,24,0,2
4638,288,387,4,12,4
4639,461,387,22,20,0
4640,463,387,2,11,5
4641,464,387,20,6,0
4642,462,387,6,4,1
4643,468,387,25,17,0
4644,465,387,15,2,7
4645,761,388,23,19,4
4646,767,388,21,1,10
4647,762,388,14,16,3
4648,768,388,17,13,10
4649,763,388,21,13,4
