match_id,match_date,match_location,home_team_id,away_team_id,match_result
583,2011-02-26,West Brandontown,85,55,2:3
584,2011-03-05,Leebury,56,49,2:3
585,2011-03-12,Victoriashire,83,9,0:3
586,2011-03-19,Hillville,62,51,3:0
587,2011-03-26,Lake Katelyn,1,18,3:0
588,2011-04-02,Jennifertown,98,46,1:3
589,2011-04-09,Brownfort,66,92,0:3
590,2011-04-16,Nixonstad,50,67,3:1
591,2011-04-23,East Annaberg,61,46,0:3
592,2011-04-30,Jillchester,90,13,1:3
593,2011-05-07,Piercefurt,15,20,0:3
594,2011-05-14,South Jillchester,42,9,3:2
595,2011-05-21,North James,83,66,3:2
596,2011-05-28,Alexisport,60,45,3:0
597,2011-06-04,South Sabrina,33,95,2:3
598,2011-06-11,Mikemouth,81,11,3:0
599,2011-06-18,Amberchester,44,46,0:3
600,2011-06-25,South Nicholas,26,92,2:3
601,2011-07-02,Lake Andrea,49,5,3:2
602,2011-07-09,North Christopher,64,9,3:1
603,2011-07-16,New Joseph,17,13,2:3
604,2011-07-23,North Reneeton,46,14,3:1
605,2011-07-30,Ortizstad,70,34,3:0
606,2011-08-06,Alexanderbury,77,22,2:3
607,2011-08-13,Bradleyburgh,100,26,1:3
608,2011-08-20,Port James,16,23,0:3
609,2011-08-27,Gonzalezville,82,7,1:3
610,2011-09-03,Lake Christian,5,52,2:3
611,2011-09-10,East Davidburgh,33,72,0:3
612,2011-09-17,Reynoldston,95,16,0:3
613,2011-09-24,New Marissa,94,20,3:0
614,2011-10-01,North Christopherport,97,22,3:2
615,2011-10-08,North Debrastad,27,41,3:2
616,2011-10-15,West Darlene,14,93,3:1
617,2011-10-22,West Theresaburgh,37,29,2:3
618,2011-10-29,Adammouth,13,82,0:3
619,2011-11-05,Cynthiaview,100,25,3:0
620,2011-11-12,Lake Lauren,96,93,2:3
621,2011-11-19,Evansfurt,33,31,3:0
622,2011-11-26,Hallburgh,82,34,0:3
623,2011-12-03,Lake Sarah,44,77,3:2
624,2011-12-10,Sextonport,36,100,3:1
625,2011-12-17,South Marilyn,78,93,3:1
626,2011-12-24,Loganmouth,87,21,3:1
627,2011-12-31,Lake Catherinetown,90,58,0:3
628,2012-01-07,North Charles,11,23,2:3
629,2012-01-14,North Julia,73,38,3:2
630,2012-01-21,Alexandratown,51,9,0:3
631,2012-01-28,East Mary,87,62,1:3
632,2012-02-04,South Joseph,88,83,0:3
633,2012-02-11,Sandrashire,14,36,0:3
634,2012-02-18,Gonzalezstad,75,31,3:1
635,2012-02-25,Christinaton,31,15,3:2
636,2012-03-03,Connerburgh,13,30,0:3
637,2012-03-10,West Steven,58,93,3:1
638,2012-03-17,West Jesus,97,38,1:3
639,2012-03-24,New Danielstad,95,38,3:2
640,2012-03-31,Ericbury,23,96,3:2
641,2012-04-07,Robinborough,14,13,3:2
642,2012-04-14,Roberthaven,19,46,3:1
643,2012-04-21,Port James,22,47,2:3
644,2012-04-28,Laurabury,24,78,0:3
645,2012-05-05,Robertton,58,3,1:3
646,2012-05-12,New Nicholas,42,65,1:3
647,2012-05-19,Hayeston,97,70,2:3
648,2012-05-26,Tylerville,48,84,1:3
649,2012-06-02,New Ginaton,51,56,3:0
650,2012-06-09,Port Amy,69,31,0:3
651,2012-06-16,New Adamside,58,83,1:3
652,2012-06-23,Bradleyfurt,23,80,2:3
653,2012-06-30,New Christopherside,55,3,0:3
654,2012-07-07,Lake Arielmouth,31,12,0:3
655,2012-07-14,East Emily,3,15,3:0
656,2012-07-21,South Hollyhaven,55,46,3:0
657,2012-07-28,Hollowaystad,69,52,1:3
658,2012-08-04,Jenniferview,1,28,2:3
659,2012-08-11,Bennettchester,91,24,3:1
660,2012-08-18,Evansstad,22,62,1:3
661,2012-08-25,West Kelly,57,2,3:0
662,2012-09-01,Murrayberg,60,24,3:2
663,2012-09-08,Lucasstad,29,100,3:0
664,2012-09-15,West Rebeccamouth,2,40,3:2
665,2012-09-22,Robinsonport,32,64,3:1
666,2012-09-29,Curtishaven,95,29,0:3
667,2012-10-06,Westland,21,31,3:0
668,2012-10-13,New Valeriemouth,97,4,2:3
669,2012-10-20,Lake Katie,49,65,2:3
670,2012-10-27,Adamview,2,62,3:2
671,2012-11-03,New Kendra,20,72,0:3
672,2012-11-10,Brendaport,99,45,3:1
673,2012-11-17,New Rhondaberg,16,37,3:1
674,2012-11-24,West Christyland,36,26,2:3
675,2012-12-01,Georgetown,14,9,1:3
676,2012-12-08,Martinberg,26,89,3:2
677,2012-12-15,West Wesleyport,4,62,3:1
678,2012-12-22,Port Michael,77,55,2:3
679,2012-12-29,Yvonneville,94,1,1:3
680,2013-01-05,New Alexis,38,18,0:3
681,2013-01-12,Harrismouth,60,51,3:2
682,2013-01-19,East Christineborough,61,33,3:0
683,2013-01-26,Jenniferburgh,55,45,3:2
684,2013-02-02,Duranfort,77,89,3:1
685,2013-02-09,Port Ryan,28,8,0:3
686,2013-02-16,Michelleland,76,69,2:3
687,2013-02-23,Mcgeefort,51,72,2:3
688,2013-03-02,Sarahmouth,40,2,1:3
689,2013-03-09,Samuelville,76,21,2:3
690,2013-03-16,Lisaview,65,4,1:3
691,2013-03-23,Davidland,17,47,2:3
692,2013-03-30,West Becky,16,83,3:2
693,2013-04-06,West Danielside,13,22,3:2
694,2013-04-13,North Megan,7,16,3:0
695,2013-04-20,Brandontown,96,38,3:1
696,2013-04-27,East Kellymouth,44,58,3:1
697,2013-05-04,Heidichester,29,8,3:2
698,2013-05-11,New Jasmine,97,43,2:3
699,2013-05-18,New Julie,38,87,2:3
700,2013-05-25,Lake Jonathanchester,74,15,0:3
701,2013-06-01,Jessicaborough,34,9,3:0
702,2013-06-08,New Crystalburgh,39,42,1:3
703,2013-06-15,Samanthaland,95,58,1:3
704,2013-06-22,Brandonchester,11,75,3:1
705,2013-06-29,West Wyatt,20,71,0:3
706,2013-07-06,Allenburgh,40,17,3:1
707,2013-07-13,Katieberg,30,97,3:2
708,2013-07-20,Lake Tylerburgh,23,11,3:1
709,2013-07-27,Ashleystad,21,71,3:0
710,2013-08-03,Crystalview,13,58,1:3
711,2013-08-10,North Dustinborough,93,12,0:3
712,2013-08-17,New Ronald,4,38,0:3
713,2013-08-24,Holtmouth,27,29,2:3
714,2013-08-31,Terriburgh,43,19,1:3
715,2013-09-07,Port Jonathan,1,94,3:0
716,2013-09-14,South Ryan,92,96,1:3
717,2013-09-21,South Zacharyshire,69,14,3:2
718,2013-09-28,New Jeremiahbury,6,32,0:3
719,2013-10-05,West Deanshire,25,22,1:3
720,2013-10-12,Jessicachester,56,42,3:1
721,2013-10-19,Stevenview,3,36,3:1
722,2013-10-26,Port Brent,97,61,3:2
723,2013-11-02,Jameston,79,36,3:1
724,2013-11-09,Michaelburgh,3,58,3:1
725,2013-11-16,South Christopherside,99,26,3:2
726,2013-11-23,Jordanmouth,87,19,3:2
727,2013-11-30,Shieldschester,89,64,3:1
728,2013-12-07,Lake Christopher,94,63,0:3
729,2013-12-14,Tylerbury,52,1,3:0
730,2013-12-21,West Jeannefort,38,99,2:3
731,2013-12-28,Carriechester,13,22,0:3
732,2014-01-04,North Denise,43,71,3:1
733,2014-01-11,North Bonnieborough,5,3,1:3
734,2014-01-18,New Angela,97,67,3:1
735,2014-01-25,West Carol,63,38,3:1
736,2014-02-01,Morganview,91,98,3:2
737,2014-02-08,New Deniseland,14,24,2:3
738,2014-02-15,Mistyberg,59,83,3:1
739,2014-02-22,Douglasshire,24,72,1:3
740,2014-03-01,Lake Susan,8,44,3:2
741,2014-03-08,North Jessica,35,42,0:3
742,2014-03-15,Lake Daniellemouth,13,43,0:3
743,2014-03-22,West Judy,71,21,3:2
744,2014-03-29,Butlerton,76,90,2:3
745,2014-04-05,Sarahport,78,74,3:1
746,2014-04-12,Bryanmouth,87,9,3:1
747,2014-04-19,Kyleburgh,83,69,0:3
748,2014-04-26,Ortizside,68,22,3:2
749,2014-05-03,Port Theresaberg,78,48,2:3
750,2014-05-10,Lake Anthonyview,79,40,3:0
751,2014-05-17,North Michaelfort,28,86,0:3
752,2014-05-24,South Dennis,98,88,3:0
753,2014-05-31,Sharpton,74,1,0:3
754,2014-06-07,Port Thomas,76,25,3:2
755,2014-06-14,Harrellberg,25,19,3:2
756,2014-06-21,Port Douglasland,67,96,0:3
757,2014-06-28,Millsmouth,7,14,3:1
758,2014-07-05,South Katie,44,46,2:3
759,2014-07-12,East Kathrynberg,65,21,3:2
760,2014-07-19,North Justin,14,38,0:3
761,2014-07-26,Lebury,12,5,1:3
762,2014-08-02,Jasonbury,13,84,3:2
763,2014-08-09,Lake Ericchester,29,37,3:0
764,2014-08-16,Erikberg,2,92,2:3
765,2014-08-23,East Michaelfort,71,29,1:3
766,2014-08-30,Walterview,53,60,2:3
767,2014-09-06,South Michelle,81,27,0:3
768,2014-09-13,Gutierrezborough,64,36,3:1
769,2014-09-20,Lake Bradleyton,67,83,2:3
770,2014-09-27,Port Sarahville,7,64,3:2
771,2014-10-04,New Jenniferton,84,5,2:3
772,2014-10-11,Kathyberg,23,32,3:1
773,2014-10-18,Harmonburgh,63,45,2:3
774,2014-10-25,Timothyshire,96,70,3:0
775,2014-11-01,Lake Ernest,52,38,3:0
776,2014-11-08,East Robertview,42,86,2:3
777,2014-11-15,South Jadechester,42,24,3:1
778,2014-11-22,Heidifort,10,4,2:3
779,2014-11-29,Port Brittanytown,89,33,2:3
780,2014-12-06,Lake Peter,59,91,3:2
781,2014-12-13,South Codyfurt,33,94,2:3
782,2014-12-20,Port Jessica,75,25,1:3
783,2014-12-27,Lake Danielle,42,27,1:3
784,2015-01-03,West Amandaborough,96,68,3:0
785,2015-01-10,Port Hannahtown,63,69,0:3
786,2015-01-17,Chrisborough,1,21,3:1
787,2015-01-24,Williamsmouth,36,21,1:3
788,2015-01-31,Salaston,33,54,2:3
789,2015-02-07,Longtown,83,68,2:3
790,2015-02-14,Lake Paige,79,60,0:3
791,2015-02-21,Lake Judy,59,28,3:0
792,2015-02-28,Sandraberg,37,69,2:3
793,2015-03-07,Frederickborough,39,25,3:1
794,2015-03-14,Port Traceytown,22,54,3:2
795,2015-03-21,Michaelfurt,29,16,3:2
796,2015-03-28,Loganchester,27,79,1:3
797,2015-04-04,West Jameshaven,86,93,3:1
798,2015-04-11,Port Christystad,52,49,3:2
799,2015-04-18,Sotoville,42,11,2:3
800,2015-04-25,East Jennifer,87,25,3:0
801,2015-05-02,South Christopherstad,44,87,3:0
802,2015-05-09,Jeffreymouth,2,72,3:1
803,2015-05-16,Collinsshire,29,7,3:1
804,2015-05-23,Brianstad,28,12,2:3
805,2015-05-30,Lake Kristen,62,53,1:3
806,2015-06-06,East Williamside,10,33,3:2
807,2015-06-13,Port Thomas,8,17,2:3
808,2015-06-20,South Thomas,24,79,3:2
809,2015-06-27,Port James,97,51,1:3
810,2015-07-04,Coryfort,85,28,1:3
811,2015-07-11,East Leslie,86,64,3:2
812,2015-07-18,Jeremiahberg,72,8,3:1
813,2015-07-25,New Bryan,5,57,0:3
814,2015-08-01,Port Emilymouth,29,10,3:1
815,2015-08-08,Ashleyburgh,53,75,3:0
816,2015-08-15,North Staceyburgh,34,25,3:2
817,2015-08-22,East Samanthaton,45,86,1:3
818,2015-08-29,West Lydiaview,63,61,3:2
819,2015-09-05,New Dianeport,75,76,1:3
820,2015-09-12,Lesliemouth,45,46,3:2
821,2015-09-19,South Joseph,72,67,2:3
822,2015-09-26,East Teresachester,57,18,1:3
823,2015-10-03,North Christopher,33,64,3:2
824,2015-10-10,East Shawn,8,38,3:1
825,2015-10-17,Suarezville,39,41,3:0
826,2015-10-24,Cassandrabury,54,92,3:1
827,2015-10-31,Kentfurt,68,13,0:3
828,2015-11-07,Kellyside,61,65,3:0
829,2015-11-14,Willisberg,95,33,0:3
830,2015-11-21,Herreraberg,90,87,1:3
831,2015-11-28,Johnsontown,97,98,0:3
832,2015-12-05,Alvarezmouth,93,21,3:0
833,2015-12-12,North Michaelton,12,77,0:3
834,2015-12-19,Brookeside,17,61,0:3
835,2015-12-26,Jamesland,54,10,2:3
836,2016-01-02,East Jonathan,60,67,2:3
837,2016-01-09,Sarahland,64,59,2:3
838,2016-01-16,West Jessicaville,7,43,0:3
839,2016-01-23,Francochester,56,16,3:2
840,2016-01-30,Lake Sarahmouth,21,74,3:2
841,2016-02-06,East Jacqueline,100,66,1:3
842,2016-02-13,Adamchester,12,94,2:3
843,2016-02-20,Millermouth,98,65,1:3
844,2016-02-27,Chasebury,64,76,3:0
845,2016-03-05,New Darrenmouth,18,65,0:3
846,2016-03-12,Lake Jason,46,39,3:1
847,2016-03-19,New Amanda,80,31,2:3
848,2016-03-26,Martinezborough,98,63,3:1
849,2016-04-02,West Anthonymouth,60,35,3:0
850,2016-04-09,New Alexanderside,97,71,2:3
851,2016-04-16,Lake Teresa,58,53,3:1
852,2016-04-23,Wallaceburgh,29,17,2:3
853,2016-04-30,West Kathrynview,86,57,1:3
854,2016-05-07,Raymondland,84,44,3:1
855,2016-05-14,Trujillostad,47,8,2:3
856,2016-05-21,Greenbury,20,63,2:3
857,2016-05-28,Walkerberg,35,39,2:3
858,2016-06-04,East Susanside,77,24,1:3
859,2016-06-11,Schneiderstad,11,65,3:2
860,2016-06-18,Scottborough,79,94,3:2
861,2016-06-25,North Kathleen,63,47,3:2
862,2016-07-02,West Garrettton,57,45,2:3
863,2016-07-09,North Kelly,82,70,1:3
864,2016-07-16,Kristenberg,92,3,3:2
865,2016-07-23,Leahland,24,64,2:3
866,2016-07-30,Webbbury,25,73,3:2
867,2016-08-06,Espinozaborough,68,8,0:3
868,2016-08-13,West Hollymouth,93,69,3:1
869,2016-08-20,Burnsmouth,89,80,3:2
870,2016-08-27,Kennethmouth,47,15,3:0
871,2016-09-03,West Robin,91,61,3:2
872,2016-09-10,East Brandon,49,29,1:3
873,2016-09-17,West Joseph,18,1,3:0
874,2016-09-24,Brownborough,9,13,2:3
875,2016-10-01,East Steven,54,39,0:3
876,2016-10-08,South Kimberly,3,83,0:3
877,2016-10-15,Carlstad,50,62,3:1
878,2016-10-22,East Michelebury,97,24,1:3
879,2016-10-29,New Sydneychester,4,61,3:2
880,2016-11-05,Bradybury,64,24,3:0
881,2016-11-12,Julieborough,54,29,3:1
882,2016-11-19,Hodgebury,17,37,2:3
883,2016-11-26,Cynthiafurt,44,15,1:3
884,2016-12-03,Baileyborough,74,36,0:3
885,2016-12-10,South Andrew,26,19,1:3
886,2016-12-17,Jonathanhaven,63,54,3:1
887,2016-12-24,Port Erica,2,8,0:3
888,2016-12-31,Port Andrew,92,73,3:1
889,2017-01-07,Brucefort,12,40,3:2
890,2017-01-14,West Margaret,5,63,3:0
891,2017-01-21,East John,82,47,3:0
892,2017-01-28,North John,46,17,2:3
893,2017-02-04,Evanstad,80,51,3:0
894,2017-02-11,Lake Karlburgh,61,13,2:3
895,2017-02-18,New Dillonton,99,4,3:1
896,2017-02-25,Kellyshire,51,81,3:2
897,2017-03-04,Everettburgh,97,38,3:2
898,2017-03-11,Johnnyburgh,46,38,3:0
899,2017-03-18,Annburgh,45,58,3:2
900,2017-03-25,Nicolebury,77,53,1:3
901,2017-04-01,Sierrachester,56,82,0:3
902,2017-04-08,Josephside,74,69,3:0
903,2017-04-15,Port Todd,49,2,2:3
904,2017-04-22,New Francisco,72,54,2:3
905,2017-04-29,East Ricky,99,40,0:3
906,2017-05-06,Port Jodiview,70,95,3:0
907,2017-05-13,Port James,62,45,3:0
908,2017-05-20,Susanborough,39,38,3:1
909,2017-05-27,Robbinsborough,43,32,3:1
910,2017-06-03,Hallview,4,93,3:1
911,2017-06-10,Kaitlinstad,88,82,3:1
912,2017-06-17,Davidfort,98,94,2:3
913,2017-06-24,Port Micheal,46,26,2:3
914,2017-07-01,Lake Wesleyborough,36,73,3:0
915,2017-07-08,New Jessicaberg,19,46,3:1
916,2017-07-15,Hallchester,77,16,3:0
917,2017-07-22,Lake Oliviachester,15,100,2:3
918,2017-07-29,West Angela,13,65,1:3
919,2017-08-05,Port Justin,98,38,3:0
920,2017-08-12,South Christopherburgh,75,23,2:3
921,2017-08-19,Michaelchester,61,65,3:1
922,2017-08-26,Port Jacquelineberg,7,58,0:3
923,2017-09-02,Danielsmouth,26,85,3:2
924,2017-09-09,North Deborahbury,59,53,2:3
925,2017-09-16,Christopherburgh,40,95,2:3
926,2017-09-23,East Joseside,94,1,2:3
927,2017-09-30,Perezberg,12,83,3:2
928,2017-10-07,Jacquelinehaven,92,28,3:1
929,2017-10-14,South Donald,3,9,3:0
930,2017-10-21,West Lindafort,36,80,3:2
931,2017-10-28,New Davidberg,1,85,3:1
932,2017-11-04,Danielside,83,47,2:3
933,2017-11-11,Taylorshire,10,92,3:0
934,2017-11-18,West Troy,89,19,0:3
935,2017-11-25,Nashfurt,24,38,3:0
936,2017-12-02,Lake Debraside,76,82,1:3
937,2017-12-09,East Mitchellshire,16,86,3:0
938,2017-12-16,North Joshua,26,39,0:3
939,2017-12-23,North Deborahville,24,94,2:3
940,2017-12-30,Davistown,32,18,3:1
941,2018-01-06,South Matthewland,26,23,3:1
942,2018-01-13,East Anthony,42,89,3:0
943,2018-01-20,Mcdanielmouth,58,46,1:3
944,2018-01-27,Brittanyfurt,92,76,3:1
945,2018-02-03,East Cole,95,31,0:3
946,2018-02-10,Port Diana,71,10,2:3
947,2018-02-17,East Francis,100,20,3:1
948,2018-02-24,Lake Adam,12,1,2:3
949,2018-03-03,Coopermouth,72,19,2:3
950,2018-03-10,Harringtonbury,79,77,0:3
951,2018-03-17,Myershaven,90,100,3:0
952,2018-03-24,West Christopherborough,80,7,1:3
953,2018-03-31,New Michaelburgh,76,8,0:3
954,2018-04-07,East Matthewchester,5,39,3:1
955,2018-04-14,Ricefort,41,11,1:3
956,2018-04-21,Jillstad,52,26,3:2
957,2018-04-28,West Christopher,16,83,0:3
958,2018-05-05,Michaelchester,7,3,3:0
959,2018-05-12,Dianamouth,69,10,3:1
960,2018-05-19,New Jennifer,21,48,3:1
961,2018-05-26,Williamfurt,28,89,3:1
962,2018-06-02,Brooketown,97,79,2:3
963,2018-06-09,North Melissaburgh,89,60,3:2
964,2018-06-16,West Thomasmouth,2,26,3:1
965,2018-06-23,Ramirezborough,65,97,3:2
966,2018-06-30,Cannonport,80,14,1:3
967,2018-07-07,Jessicaview,4,34,3:1
968,2018-07-14,Smithton,77,60,1:3
969,2018-07-21,Lake Scott,62,72,3:1
970,2018-07-28,East Lauriemouth,66,72,3:1
971,2018-08-04,Natashashire,41,55,2:3
972,2018-08-11,Katherineshire,89,6,1:3
973,2018-08-18,West Jenniferburgh,21,6,0:3
974,2018-08-25,Lake Nathanmouth,70,1,2:3
975,2018-09-01,South Seanfurt,26,56,3:0
976,2018-09-08,Port Douglas,21,63,1:3
977,2018-09-15,Port Rachelmouth,14,37,3:2
978,2018-09-22,East Justin,20,16,0:3
979,2018-09-29,East Markberg,10,21,3:2
980,2018-10-06,South Matthewside,90,55,3:0
981,2018-10-13,Port Amy,87,35,3:1
982,2018-10-20,South Geraldton,4,10,3:2
983,2018-10-27,Michaelberg,14,77,3:2
984,2018-11-03,Reillyview,53,35,1:3
985,2018-11-10,New Lauraville,14,4,1:3
986,2018-11-17,North Erik,17,36,0:3
987,2018-11-24,Johnmouth,17,11,0:3
988,2018-12-01,Sawyerborough,34,39,3:1
989,2018-12-08,North Melissamouth,32,47,0:3
990,2018-12-15,East Vanessastad,38,48,2:3
991,2018-12-22,Lake Andrewbury,92,56,3:2
992,2018-12-29,North Sarahaven,50,8,3:1
993,2019-01-05,Gonzalezview,7,30,3:1
994,2019-01-12,Anthonyton,13,89,3:2
995,2019-01-19,Port Michelle,65,93,2:3
996,2019-01-26,Marcusport,23,39,2:3
997,2019-02-02,Port Patriciaville,66,67,3:0
998,2019-02-09,Brandonshire,59,39,3:2
999,2019-02-16,Millermouth,33,21,3:0
1000,2019-02-23,Port Michael,97,55,3:0
1001,2019-03-02,Crawfordside,97,10,2:3
1002,2019-03-09,Port Carlos,99,1,2:3
1003,2019-03-16,North Heidi,1,65,3:2
1004,2019-03-23,New Frank,38,55,3:1
1005,2019-03-30,Khanmouth,50,93,3:2
1006,2019-04-06,Timothybury,1,82,2:3
1007,2019-04-13,East Cassandrahaven,45,56,1:3
1008,2019-04-20,Rioschester,20,86,2:3
1009,2019-04-27,Port Patricia,76,12,0:3
1010,2019-05-04,Port Scott,95,72,1:3
1011,2019-05-11,New Lisa,37,46,3:1
1012,2019-05-18,Romanport,8,20,1:3
1013,2019-05-25,North Philip,59,100,3:2
1014,2019-06-01,Simpsonburgh,38,97,3:1
1015,2019-06-08,Elizabethton,58,11,0:3
1016,2019-06-15,Lake Scott,98,86,3:1
1017,2019-06-22,Georgechester,100,87,3:1
1018,2019-06-29,New Shannon,50,13,1:3
1019,2019-07-06,West David,48,98,1:3
1020,2019-07-13,Port Andrewport,20,40,1:3
1021,2019-07-20,East Charles,74,55,2:3
1022,2019-07-27,New Adamborough,92,52,1:3
1023,2019-08-03,Bowenchester,57,56,1:3
1024,2019-08-10,Martintown,25,69,1:3
1025,2019-08-17,New Ericaland,55,21,1:3
1026,2019-08-24,South Sally,52,65,2:3
1027,2019-08-31,Brandonshire,48,24,3:1
1028,2019-09-07,Lake Eddie,83,49,3:0
1029,2019-09-14,West Martinside,6,100,0:3
1030,2019-09-21,North Maryton,51,69,2:3
1031,2019-09-28,Thomasstad,40,8,2:3
1032,2019-10-05,Clarkmouth,24,94,3:1
1033,2019-10-12,North Justin,89,35,2:3
1034,2019-10-19,East Yvonnemouth,10,86,3:1
1035,2019-10-26,Wrightport,49,60,3:1
1036,2019-11-02,Haroldburgh,3,80,3:0
1037,2019-11-09,Teresaburgh,94,69,1:3
1038,2019-11-16,Camachoshire,84,44,2:3
1039,2019-11-23,Chungside,29,17,1:3
1040,2019-11-30,South Shannonhaven,91,30,1:3
1041,2019-12-07,Territown,54,65,3:2
1042,2019-12-14,New Dawnchester,78,60,3:1
1043,2019-12-21,Lake Kerry,28,31,3:1
1044,2019-12-28,Richardland,8,39,1:3
1045,2020-01-04,Cynthiachester,10,61,2:3
1046,2020-01-11,New Patrickstad,89,83,0:3
1047,2020-01-18,New Brittanymouth,45,97,0:3
1048,2020-01-25,South Marc,96,61,0:3
1049,2020-02-01,North Markborough,27,16,1:3
1050,2020-02-08,Torresfurt,87,95,3:2
1051,2020-02-15,Lake Craig,7,72,3:2
1052,2020-02-22,North Brenda,31,81,3:2
1053,2020-02-29,Brucetown,82,75,1:3
1054,2020-03-07,East Doris,16,94,0:3
1055,2020-03-14,West Carolport,84,14,3:1
1056,2020-03-21,Williamsfort,71,92,1:3
1057,2020-03-28,North Thomasmouth,35,8,3:0
1058,2020-04-04,Oliverville,90,6,2:3
1059,2020-04-11,Andreaborough,81,89,3:1
1060,2020-04-18,South Kristinachester,41,35,2:3
1061,2020-04-25,Paynemouth,10,30,3:2
1062,2020-05-02,South Victoriamouth,78,26,3:1
1063,2020-05-09,Andreatown,37,94,1:3
1064,2020-05-16,Parkerland,13,17,0:3
1065,2020-05-23,Travisbury,34,88,2:3
1066,2020-05-30,South Michaelbury,55,90,3:2
1067,2020-06-06,North Stephaniefurt,28,1,3:0
1068,2020-06-13,Shirleymouth,10,23,0:3
1069,2020-06-20,Michaelstad,88,34,3:1
1070,2020-06-27,Robertview,53,43,3:2
1071,2020-07-04,Perezstad,54,82,1:3
1072,2020-07-11,East Amanda,86,94,3:2
1073,2020-07-18,Matthewmouth,64,10,3:0
1074,2020-07-25,Vaughnport,20,60,2:3
1075,2020-08-01,Johnport,32,79,3:0
1076,2020-08-08,Denniston,30,53,3:0
1077,2020-08-15,East Michael,44,34,0:3
1078,2020-08-22,Ginaville,14,62,1:3
1079,2020-08-29,Lake Ethanfurt,96,53,1:3
1080,2020-09-05,West Michele,11,18,2:3
1081,2020-09-12,West David,32,51,3:2
1082,2020-09-19,Harrischester,66,56,1:3
1083,2020-09-26,Salinasberg,69,23,3:2
1084,2020-10-03,Jessicaborough,81,42,1:3
1085,2020-10-10,Clintonfurt,67,86,3:2
1086,2020-10-17,Port Mark,17,46,0:3
1087,2020-10-24,Lewiston,10,53,3:2
1088,2020-10-31,North Erichaven,20,91,3:2
1089,2020-11-07,New Kim,51,28,3:2
1090,2020-11-14,South Michaelmouth,73,50,3:2
1091,2020-11-21,North Michael,93,99,2:3
1092,2020-11-28,New Lindsey,58,53,3:1
1093,2020-12-05,Matthewville,23,49,1:3
1094,2020-12-12,Patrickside,44,10,0:3
1095,2020-12-19,Paulview,37,100,3:0
1096,2020-12-26,Lisaberg,5,13,2:3
1097,2021-01-02,Jennaville,88,73,2:3
1098,2021-01-09,Jamesbury,34,90,2:3
1099,2021-01-16,Mcguireton,75,91,3:0
1100,2021-01-23,Petersenland,10,69,3:0
1101,2021-01-30,West Steven,54,42,2:3
1102,2021-02-06,Martinburgh,9,52,1:3
1103,2021-02-13,Boyleton,21,51,3:0
1104,2021-02-20,North Michelle,21,78,0:3
1105,2021-02-27,West Michaelchester,79,5,2:3
1106,2021-03-06,Johnton,72,59,2:3
1107,2021-03-13,Nelsonview,95,92,1:3
1108,2021-03-20,North William,50,58,3:2
1109,2021-03-27,Clarenceport,80,92,3:1
1110,2021-04-03,North Thomas,50,53,1:3
1111,2021-04-10,South Jodi,83,65,3:2
1112,2021-04-17,Josephton,25,73,3:1
1113,2021-04-24,North Jaime,8,26,3:2
1114,2021-05-01,New Jessica,30,98,3:1
1115,2021-05-08,Pottsmouth,28,30,3:2
1116,2021-05-15,Michaelport,21,88,3:2
1117,2021-05-22,East Hectorshire,40,34,3:0
1118,2021-05-29,Teresafort,86,8,1:3
1119,2021-06-05,Leonardland,36,29,3:1
1120,2021-06-12,Barrystad,88,99,3:0
1121,2021-06-19,Baileychester,77,72,1:3
1122,2021-06-26,Davidborough,14,26,3:2
1123,2021-07-03,Port Chad,10,53,3:0
1124,2021-07-10,West Hector,71,4,3:2
1125,2021-07-17,Lehaven,53,86,0:3
1126,2021-07-24,New Anaborough,83,68,3:2
1127,2021-07-31,Cindyville,66,16,0:3
1128,2021-08-07,Marthashire,73,55,3:2
1129,2021-08-14,Lake Kelly,4,15,3:2
1130,2021-08-21,Port Adrian,99,32,2:3
1131,2021-08-28,New Latoyamouth,23,58,3:1
1132,2021-09-04,Hamiltonfurt,84,73,3:0
1133,2021-09-11,Anitabury,16,50,3:0
1134,2021-09-18,Hansenport,2,85,0:3
1135,2021-09-25,West Christian,60,21,2:3
1136,2021-10-02,Guerreroland,51,45,3:2
1137,2021-10-09,Port Erika,12,17,3:0
1138,2021-10-16,New Chad,94,22,3:0
1139,2021-10-23,East Jennifer,35,69,3:0
1140,2021-10-30,Port Coryfurt,10,77,3:2
1141,2021-11-06,Lake Robert,51,11,0:3
1142,2021-11-13,East Jamesville,73,19,3:2
1143,2021-11-20,Josephhaven,58,91,3:0
1144,2021-11-27,North Barbaraland,86,56,3:0
1145,2021-12-04,Sherryhaven,5,19,3:0
1146,2021-12-11,South Dianaland,29,18,1:3
1147,2021-12-18,Lake Mary,73,33,1:3
1148,2021-12-25,Donaldside,80,49,3:1
1149,2022-01-01,West Richard,90,16,0:3
1150,2022-01-08,Cunninghamland,73,5,3:1
1151,2022-01-15,Victorchester,89,47,3:2
1152,2022-01-22,Jonesfurt,41,39,3:0
1153,2022-01-29,East Catherine,97,67,3:2
1154,2022-02-05,Montesside,83,99,3:1
1155,2022-02-12,Bowentown,62,81,3:1
1156,2022-02-19,Carterburgh,15,62,1:3
1157,2022-02-26,North Lindsay,88,80,0:3
1158,2022-03-05,Brittanyland,49,65,0:3
1159,2022-03-12,Castilloton,16,99,2:3
1160,2022-03-19,Davidchester,94,56,3:1
